,year,locality,estimated value ($),sale Price ($),property,residential,num_rooms,num_bathrooms,carpet_area_sq_ft,property_tax_rate,face,month_name,difference,Season,house_age
311,2009,Unknown,205940.0,250000.0,Single Family,Detached House,3,3,1013.0,1.025953,South,May,-44060.0,Spring,15
313,2009,Bridgeport,108711.0,225000.0,Single Family,Detached House,3,1,1034.0,1.025953,North,May,-116289.0,Spring,15
314,2009,Bridgeport,68320.0,137120.0,Two Family,Duplex,4,4,1343.0,1.025953,South,May,-68800.0,Spring,15
315,2009,Norwalk,217980.0,439000.0,Single Family,Detached House,3,1,1026.0,1.025953,North,May,-221020.0,Spring,15
316,2009,Waterbury,63280.0,145000.0,,Detached House,3,3,936.0,1.025953,East,May,-81720.0,Spring,15
317,2009,Waterbury,76160.0,205000.0,,Detached House,3,2,1043.0,1.025953,West,May,-128840.0,Spring,15
318,2009,Fairfield,965510.0,1262500.0,Single Family,Detached House,3,1,984.0,1.025953,East,May,-296990.0,Spring,15
319,2009,Bridgeport,69623.0,280000.0,,Detached House,3,3,923.0,1.025953,West,May,-210377.0,Spring,15
322,2009,Bridgeport,131670.0,190000.0,Single Family,Detached House,3,3,1099.0,1.025953,South,May,-58330.0,Spring,15
323,2009,Greenwich,640150.0,407500.0,Single Family,Detached House,3,1,908.0,1.025953,North,May,232650.0,Spring,15
324,2009,Waterbury,79590.0,168000.0,Single Family,Detached House,3,3,1060.0,1.025953,North,May,-88410.0,Spring,15
325,2009,Norwalk,169610.0,345500.0,Two Family,Duplex,4,4,1389.0,1.025953,North,May,-175890.0,Spring,15
326,2009,Bridgeport,196980.0,478000.0,Single Family,Detached House,3,2,1100.0,1.025953,North,May,-281020.0,Spring,15
327,2009,Greenwich,4893700.0,4000000.0,Single Family,Detached House,3,3,1049.0,1.025953,North,May,893700.0,Spring,15
328,2009,Norwalk,268730.0,530000.0,Single Family,Detached House,3,1,910.0,1.025953,West,May,-261270.0,Spring,15
329,2009,Waterbury,68040.0,178000.0,Two Family,Duplex,4,2,1300.0,1.025953,North,May,-109960.0,Spring,15
330,2009,Greenwich,1527540.0,2300000.0,Single Family,Detached House,3,1,1021.0,1.025953,West,May,-772460.0,Spring,15
331,2009,Waterbury,69020.0,125000.0,,Triplex,6,5,1827.0,1.025953,West,May,-55980.0,Spring,15
332,2009,Waterbury,84700.0,174900.0,Single Family,Detached House,3,3,951.0,1.025953,West,May,-90200.0,Spring,15
333,2009,Greenwich,434560.0,784000.0,Three Family,Triplex,6,4,1991.0,1.025953,North,May,-349440.0,Spring,15
334,2009,Bridgeport,150010.0,315000.0,Two Family,Duplex,4,3,1469.0,1.025953,East,May,-164990.0,Spring,15
335,2009,Fairfield,617820.0,575000.0,Single Family,Detached House,3,2,926.0,1.025953,West,May,42820.0,Spring,15
336,2009,Norwalk,262010.0,500000.0,Single Family,Detached House,3,3,1046.0,1.025953,West,May,-237990.0,Spring,15
337,2009,Waterbury,58450.0,159000.0,Single Family,Detached House,3,2,965.0,1.025953,East,May,-100550.0,Spring,15
338,2009,Waterbury,70140.0,179000.0,Two Family,Duplex,4,2,1296.0,1.025953,South,May,-108860.0,Spring,15
339,2009,Unknown,171290.0,365000.0,Single Family,Detached House,3,1,1015.0,1.025953,East,May,-193710.0,Spring,15
340,2009,Fairfield,737590.0,1020000.0,,Detached House,3,1,1089.0,1.025953,West,May,-282410.0,Spring,15
341,2009,Waterbury,53480.0,235000.0,Three Family,Triplex,6,5,2176.0,1.025953,East,May,-181520.0,Spring,15
342,2009,Waterbury,71190.0,209000.0,Three Family,Triplex,6,6,1838.0,1.025953,South,May,-137810.0,Spring,15
343,2009,Greenwich,2037350.0,2000000.0,Single Family,Detached House,3,2,956.0,1.025953,East,May,37350.0,Spring,15
344,2009,Fairfield,212940.0,290000.0,Single Family,Detached House,3,1,1032.0,1.025953,North,May,-77060.0,Spring,15
345,2009,Unknown,68880.0,172000.0,Single Family,Detached House,3,2,991.0,1.025953,East,May,-103120.0,Spring,15
346,2009,Unknown,80290.0,180000.0,Single Family,Detached House,3,3,1076.0,1.025953,North,May,-99710.0,Spring,15
347,2009,Waterbury,142870.0,329000.0,Single Family,Detached House,3,2,1020.0,1.025953,South,May,-186130.0,Spring,15
348,2009,Fairfield,445830.0,630000.0,,Detached House,3,3,960.0,1.025953,South,May,-184170.0,Spring,15
349,2009,Greenwich,8272180.0,18500000.0,Single Family,Detached House,3,3,935.0,1.025953,East,May,-10227820.0,Spring,15
350,2009,Norwalk,286226.0,679000.0,Single Family,Detached House,3,1,925.0,1.025953,North,May,-392774.0,Spring,15
351,2009,Fairfield,273980.0,421000.0,Single Family,Detached House,3,1,984.0,1.025953,West,May,-147020.0,Spring,15
352,2009,Bridgeport,123130.0,199000.0,,Duplex,4,2,1227.0,1.025953,West,May,-75870.0,Spring,15
353,2009,Greenwich,1605940.0,1379130.0,Single Family,Detached House,3,3,982.0,1.025953,North,May,226810.0,Spring,15
354,2009,Greenwich,528640.0,895000.0,Single Family,Detached House,3,3,1082.0,1.025953,North,May,-366360.0,Spring,15
355,2009,Waterbury,104860.0,191250.0,Single Family,Detached House,3,3,1086.0,1.025953,South,May,-86390.0,Spring,15
356,2009,Bridgeport,108710.0,78833.0,Single Family,Detached House,3,1,1081.0,1.025953,West,May,29877.0,Spring,15
357,2009,Fairfield,631680.0,800000.0,Single Family,Detached House,3,3,1088.0,1.025953,West,May,-168320.0,Spring,15
359,2009,Fairfield,366310.0,507500.0,Single Family,Detached House,3,2,963.0,1.025953,West,May,-141190.0,Spring,15
360,2009,Greenwich,1308580.0,1699000.0,Single Family,Detached House,3,3,1067.0,1.025953,West,May,-390420.0,Spring,15
361,2009,Norwalk,310800.0,635000.0,Single Family,Detached House,3,1,923.0,1.025953,South,May,-324200.0,Spring,15
364,2009,Bridgeport,143430.0,335000.0,Single Family,Detached House,3,3,906.0,1.025953,East,May,-191570.0,Spring,15
365,2009,Bridgeport,114170.0,197500.0,Single Family,Detached House,3,3,1098.0,1.025953,West,June,-83330.0,Summer,15
366,2009,Unknown,66850.0,187900.0,,Duplex,4,4,1441.0,1.025953,North,June,-121050.0,Summer,15
367,2009,Waterbury,82250.0,175000.0,Single Family,Detached House,3,3,1034.0,1.025953,South,June,-92750.0,Summer,15
368,2009,Greenwich,722050.0,2175000.0,Single Family,Detached House,3,3,905.0,1.025953,North,June,-1452950.0,Summer,15
369,2009,Greenwich,1455300.0,2200000.0,Single Family,Detached House,3,2,1061.0,1.025953,West,June,-744700.0,Summer,15
371,2009,Bridgeport,156730.0,355000.0,Two Family,Duplex,4,4,1372.0,1.025953,East,June,-198270.0,Summer,15
372,2009,Waterbury,118930.0,212000.0,Single Family,Detached House,3,3,1032.0,1.025953,North,June,-93070.0,Summer,15
373,2009,Bridgeport,146160.0,345000.0,,Duplex,4,4,1226.0,1.025953,South,June,-198840.0,Summer,15
374,2009,Norwalk,251370.0,422500.0,Single Family,Detached House,3,3,1076.0,1.025953,South,June,-171130.0,Summer,15
375,2009,Norwalk,547260.0,825000.0,,Detached House,3,1,1090.0,1.025953,North,June,-277740.0,Summer,15
377,2009,Bridgeport,202121.0,415000.0,,Duplex,4,4,1220.0,1.025953,South,June,-212879.0,Summer,15
378,2009,Waterbury,52720.0,190000.0,,Fourplex,8,7,2636.0,1.025953,South,June,-137280.0,Summer,15
379,2009,Norwalk,317520.0,580000.0,Single Family,Detached House,3,3,1072.0,1.025953,North,June,-262480.0,Summer,15
380,2009,Bridgeport,139090.0,288400.0,Single Family,Detached House,3,3,1022.0,1.025953,West,June,-149310.0,Summer,15
382,2009,Greenwich,1480990.0,3399000.0,,Detached House,3,3,1073.0,1.025953,North,June,-1918010.0,Summer,15
383,2009,Unknown,1030610.0,1100000.0,,Detached House,3,2,914.0,1.025953,West,June,-69390.0,Summer,15
384,2009,Fairfield,312060.0,385000.0,,Detached House,3,3,996.0,1.025953,North,June,-72940.0,Summer,15
385,2009,Unknown,639100.0,1650000.0,Single Family,Detached House,3,3,955.0,1.025953,West,June,-1010900.0,Summer,15
386,2009,Waterbury,62160.0,112000.0,Single Family,Detached House,3,2,1062.0,1.025953,South,June,-49840.0,Summer,15
388,2009,Fairfield,341530.0,497500.0,Single Family,Detached House,3,3,1078.0,1.025953,North,June,-155970.0,Summer,15
389,2009,Unknown,123270.0,260000.0,,Detached House,3,2,914.0,1.025953,West,June,-136730.0,Summer,15
390,2009,Bridgeport,119490.0,268000.0,Single Family,Detached House,3,2,904.0,1.025953,South,June,-148510.0,Summer,15
391,2009,Fairfield,430850.0,1475000.0,Single Family,Detached House,3,1,1069.0,1.025953,West,June,-1044150.0,Summer,15
392,2009,Greenwich,1559320.0,2400000.0,Single Family,Detached House,3,3,942.0,1.025953,South,June,-840680.0,Summer,15
393,2009,Bridgeport,110110.0,229900.0,,Detached House,3,1,928.0,1.025953,North,June,-119790.0,Summer,15
396,2009,Unknown,179756.0,500000.0,,Detached House,3,3,922.0,1.025953,North,June,-320244.0,Summer,15
397,2009,Greenwich,1903440.0,3550000.0,,Detached House,3,3,1061.0,1.025953,East,June,-1646560.0,Summer,15
398,2009,Norwalk,362040.0,910000.0,Single Family,Detached House,3,2,936.0,1.025953,East,June,-547960.0,Summer,15
399,2009,Waterbury,54880.0,185000.0,Three Family,Triplex,6,6,2148.0,1.025953,West,June,-130120.0,Summer,15
400,2009,Bridgeport,176890.0,374500.0,Single Family,Detached House,3,2,1046.0,1.025953,South,June,-197610.0,Summer,15
402,2009,Waterbury,86170.0,185000.0,,Detached House,3,2,1014.0,1.025953,North,June,-98830.0,Summer,15
403,2009,Norwalk,276570.0,500000.0,,Duplex,4,2,1301.0,1.025953,South,June,-223430.0,Summer,15
404,2009,Greenwich,795900.0,1471300.0,Single Family,Detached House,3,1,988.0,1.025953,South,June,-675400.0,Summer,15
405,2009,Norwalk,220080.0,466598.0,Single Family,Detached House,3,2,1053.0,1.025953,West,June,-246518.0,Summer,15
406,2009,Bridgeport,153930.0,331055.0,Two Family,Duplex,4,4,1303.0,1.025953,South,June,-177125.0,Summer,15
408,2009,Waterbury,81900.0,234900.0,Single Family,Detached House,3,2,906.0,1.025953,West,June,-153000.0,Summer,15
409,2009,Norwalk,262220.0,120000.0,Two Family,Duplex,4,2,1413.0,1.025953,South,June,142220.0,Summer,15
410,2009,Bridgeport,95970.0,242000.0,Single Family,Detached House,3,1,996.0,1.025953,East,June,-146030.0,Summer,15
411,2009,Fairfield,343000.0,514000.0,Single Family,Detached House,3,1,1082.0,1.025953,East,June,-171000.0,Summer,15
412,2009,Fairfield,350770.0,461000.0,Single Family,Detached House,3,1,1052.0,1.025953,South,June,-110230.0,Summer,15
414,2009,Waterbury,9100.0,93333.0,Single Family,Detached House,3,1,1082.0,1.025953,North,June,-84233.0,Summer,15
415,2009,Bridgeport,72660.0,197000.0,Single Family,Detached House,3,2,1051.0,1.025953,North,June,-124340.0,Summer,15
416,2009,Unknown,595980.0,990000.0,Single Family,Detached House,3,1,1056.0,1.025953,North,June,-394020.0,Summer,15
417,2009,Norwalk,417200.0,625000.0,Single Family,Detached House,3,1,1006.0,1.025953,East,June,-207800.0,Summer,15
418,2009,Bridgeport,121241.0,135000.0,Single Family,Detached House,3,1,974.0,1.025953,South,June,-13759.0,Summer,15
419,2009,Bridgeport,108500.0,208000.0,Single Family,Detached House,3,2,936.0,1.025953,North,June,-99500.0,Summer,15
420,2009,Greenwich,1274560.0,2000000.0,Single Family,Detached House,3,2,1000.0,1.025953,South,June,-725440.0,Summer,15
421,2009,Fairfield,416080.0,675000.0,Single Family,Detached House,3,3,1060.0,1.025953,East,June,-258920.0,Summer,15
422,2009,Bridgeport,117321.0,40000.0,Single Family,Detached House,3,2,1074.0,1.025953,East,June,77321.0,Summer,15
423,2009,Fairfield,382620.0,565000.0,,Detached House,3,2,971.0,1.025953,East,June,-182380.0,Summer,15
424,2009,Waterbury,63010.0,159000.0,Single Family,Detached House,3,1,999.0,1.025953,West,June,-95990.0,Summer,15
427,2009,Fairfield,708190.0,1150000.0,,Detached House,3,1,996.0,1.025953,North,June,-441810.0,Summer,15
428,2009,Waterbury,85050.0,220000.0,,Detached House,3,1,1014.0,1.025953,West,June,-134950.0,Summer,15
430,2009,Bridgeport,111860.0,260000.0,Single Family,Detached House,3,2,984.0,1.025953,East,June,-148140.0,Summer,15
431,2009,Greenwich,21119910.0,25750000.0,,Detached House,3,2,929.0,1.025953,East,June,-4630090.0,Summer,15
432,2009,Unknown,2079490.0,3395000.0,Single Family,Detached House,3,3,1026.0,1.025953,South,June,-1315510.0,Summer,15
433,2009,Waterbury,105910.0,243000.0,Single Family,Detached House,3,2,1013.0,1.025953,East,June,-137090.0,Summer,15
434,2009,Greenwich,1076740.0,1540000.0,Single Family,Detached House,3,3,913.0,1.025953,North,June,-463260.0,Summer,15
435,2009,Fairfield,513730.0,810000.0,Single Family,Detached House,3,3,906.0,1.025953,South,June,-296270.0,Summer,15
437,2009,Bridgeport,157501.0,334000.0,Single Family,Detached House,3,1,978.0,1.025953,South,June,-176499.0,Summer,15
438,2009,Norwalk,567000.0,1500000.0,,Detached House,3,3,955.0,1.025953,East,June,-933000.0,Summer,15
439,2009,Norwalk,293580.0,625000.0,Single Family,Detached House,3,3,1018.0,1.025953,South,June,-331420.0,Summer,15
440,2009,Bridgeport,135590.0,304000.0,,Duplex,4,3,1419.0,1.025953,North,June,-168410.0,Summer,15
441,2009,Waterbury,36330.0,143000.0,Two Family,Duplex,4,3,1399.0,1.025953,East,June,-106670.0,Summer,15
442,2009,Greenwich,374500.0,500000.0,Single Family,Detached House,3,3,1042.0,1.025953,North,June,-125500.0,Summer,15
443,2009,Norwalk,230370.0,445000.0,Single Family,Detached House,3,1,1075.0,1.025953,South,June,-214630.0,Summer,15
444,2009,Fairfield,762510.0,1295000.0,Single Family,Detached House,3,1,1059.0,1.025953,West,June,-532490.0,Summer,15
447,2009,Fairfield,1052590.0,1100000.0,Single Family,Detached House,3,1,936.0,1.025953,West,June,-47410.0,Summer,15
448,2009,Bridgeport,124601.0,250000.0,Single Family,Detached House,3,3,1038.0,1.025953,East,June,-125399.0,Summer,15
449,2009,Bridgeport,110110.0,150000.0,Single Family,Detached House,3,3,1074.0,1.025953,North,June,-39890.0,Summer,15
450,2009,Fairfield,581630.0,695000.0,Single Family,Detached House,3,1,988.0,1.025953,West,June,-113370.0,Summer,15
451,2009,Fairfield,386400.0,569000.0,,Detached House,3,1,928.0,1.025953,South,June,-182600.0,Summer,15
452,2009,Unknown,539560.0,1000000.0,Single Family,Detached House,3,1,932.0,1.025953,East,June,-460440.0,Summer,15
454,2009,Greenwich,538020.0,1195000.0,,Detached House,3,3,1059.0,1.025953,West,June,-656980.0,Summer,15
456,2009,Bridgeport,107450.0,190000.0,Two Family,Duplex,4,2,1374.0,1.025953,West,June,-82550.0,Summer,15
458,2009,Waterbury,55090.0,155000.0,Single Family,Detached House,3,1,1069.0,1.025953,North,June,-99910.0,Summer,15
459,2009,Fairfield,394940.0,655000.0,Single Family,Detached House,3,1,1004.0,1.025953,East,July,-260060.0,Summer,15
460,2009,Norwalk,303940.0,670000.0,Single Family,Detached House,3,2,1044.0,1.025953,South,July,-366060.0,Summer,15
463,2009,Fairfield,829710.0,1236000.0,Single Family,Detached House,3,2,914.0,1.025953,South,July,-406290.0,Summer,15
466,2009,Bridgeport,417904.0,222000.0,,Triplex,6,5,2150.0,1.025953,West,July,195904.0,Summer,15
469,2009,Waterbury,66150.0,140000.0,Single Family,Detached House,3,2,998.0,1.025953,North,July,-73850.0,Summer,15
470,2009,Fairfield,342930.0,445000.0,Single Family,Detached House,3,1,1068.0,1.025953,East,July,-102070.0,Summer,15
471,2009,Norwalk,238770.0,410000.0,Single Family,Detached House,3,3,1051.0,1.025953,West,July,-171230.0,Summer,15
472,2009,Bridgeport,109550.0,230000.0,Single Family,Detached House,3,2,1009.0,1.025953,North,July,-120450.0,Summer,15
473,2009,Greenwich,607320.0,1400000.0,Single Family,Detached House,3,3,1028.0,1.025953,West,July,-792680.0,Summer,15
474,2009,Fairfield,1365140.0,2650000.0,Single Family,Detached House,3,2,1060.0,1.025953,West,July,-1284860.0,Summer,15
475,2009,Fairfield,387800.0,503500.0,Single Family,Detached House,3,3,1091.0,1.025953,North,July,-115700.0,Summer,15
476,2009,Waterbury,60690.0,105000.0,Three Family,Triplex,6,6,1891.0,1.025953,West,July,-44310.0,Summer,15
477,2009,Fairfield,278250.0,1668900.0,Single Family,Detached House,3,3,953.0,1.025953,East,July,-1390650.0,Summer,15
479,2009,Greenwich,3850000.0,7400000.0,Single Family,Detached House,3,3,1006.0,1.025953,South,July,-3550000.0,Summer,15
481,2009,Waterbury,72730.0,189900.0,Two Family,Duplex,4,3,1242.0,1.025953,South,July,-117170.0,Summer,15
482,2009,Fairfield,396620.0,575000.0,Single Family,Detached House,3,1,946.0,1.025953,South,July,-178380.0,Summer,15
483,2009,Norwalk,313810.0,605000.0,Single Family,Detached House,3,1,1068.0,1.025953,South,July,-291190.0,Summer,15
485,2009,Greenwich,2120720.0,3250000.0,Single Family,Detached House,3,2,1022.0,1.025953,East,July,-1129280.0,Summer,15
487,2009,Norwalk,226100.0,505000.0,Single Family,Detached House,3,3,986.0,1.025953,South,July,-278900.0,Summer,15
488,2009,Unknown,2097270.0,3150000.0,Single Family,Detached House,3,3,1055.0,1.025953,East,July,-1052730.0,Summer,15
489,2009,Norwalk,266140.0,433000.0,Single Family,Detached House,3,1,940.0,1.025953,West,July,-166860.0,Summer,15
490,2009,Waterbury,65380.0,181000.0,Three Family,Triplex,6,4,2006.0,1.025953,East,July,-115620.0,Summer,15
492,2009,Unknown,60410.0,80100.0,,Detached House,3,2,941.0,1.025953,East,July,-19690.0,Summer,15
493,2009,Fairfield,737100.0,975000.0,Single Family,Detached House,3,3,1082.0,1.025953,North,July,-237900.0,Summer,15
494,2009,Unknown,13300.0,160000.0,Three Family,Triplex,6,5,2161.0,1.025953,North,July,-146700.0,Summer,15
495,2009,Bridgeport,116131.0,240000.0,,Detached House,3,1,1012.0,1.025953,West,July,-123869.0,Summer,15
496,2009,Unknown,1809570.0,9000000.0,Single Family,Detached House,3,1,959.0,1.025953,North,July,-7190430.0,Summer,15
497,2009,Norwalk,257740.0,560000.0,Two Family,Duplex,4,2,1284.0,1.025953,South,July,-302260.0,Summer,15
498,2009,Fairfield,611170.0,715000.0,Single Family,Detached House,3,1,948.0,1.025953,South,July,-103830.0,Summer,15
499,2009,Bridgeport,93940.0,150000.0,Single Family,Detached House,3,3,1045.0,1.025953,West,July,-56060.0,Summer,15
500,2009,Norwalk,237654.0,180000.0,Single Family,Detached House,3,3,1094.0,1.025953,East,July,57654.0,Summer,15
502,2009,Bridgeport,177590.0,250000.0,Single Family,Detached House,3,3,1082.0,1.025953,North,July,-72410.0,Summer,15
503,2009,Waterbury,72940.0,159000.0,,Detached House,3,1,1090.0,1.025953,East,July,-86060.0,Summer,15
505,2009,Bridgeport,109620.0,307500.0,Three Family,Triplex,6,6,1940.0,1.025953,South,July,-197880.0,Summer,15
509,2009,Greenwich,3327450.0,3850000.0,Single Family,Detached House,3,3,1019.0,1.025953,East,July,-522550.0,Summer,15
510,2009,Norwalk,345170.0,737000.0,,Detached House,3,2,1076.0,1.025953,East,July,-391830.0,Summer,15
511,2009,Greenwich,927640.0,3010000.0,Two Family,Duplex,4,3,1330.0,1.025953,North,July,-2082360.0,Summer,15
512,2009,Greenwich,1260420.0,2300000.0,Single Family,Detached House,3,2,964.0,1.025953,North,July,-1039580.0,Summer,15
513,2009,Waterbury,3500.0,199900.0,Single Family,Detached House,3,3,1088.0,1.025953,West,July,-196400.0,Summer,15
514,2009,Bridgeport,4775276.0,334900.0,Single Family,Detached House,3,2,1038.0,1.025953,West,July,4440376.0,Summer,15
515,2009,Fairfield,354480.0,500000.0,Single Family,Detached House,3,1,925.0,1.025953,South,July,-145520.0,Summer,15
516,2009,Waterbury,67130.0,178000.0,,Detached House,3,3,1051.0,1.025953,East,July,-110870.0,Summer,15
517,2009,Unknown,494830.0,949000.0,Single Family,Detached House,3,2,988.0,1.025953,West,July,-454170.0,Summer,15
518,2009,Fairfield,331730.0,440000.0,,Detached House,3,1,979.0,1.025953,North,July,-108270.0,Summer,15
